,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
25437,33145001,1951-10-01,,,,,3720.0,Approved Ext Data,105.338669352
25436,33145001,1951-10-02,,,,,3510.0,Approved Ext Data,99.392131566
25435,33145001,1951-10-03,,,,,3200.0,Approved Ext Data,90.61390912
25434,33145001,1951-10-04,,,,,3080.0,Approved Ext Data,87.215887528
25433,33145001,1951-10-05,,,,,3010.0,Approved Ext Data,85.23370826600001
25432,33145001,1951-10-06,,,,,3030.0,Approved Ext Data,85.800045198
25431,33145001,1951-10-07,,,,,2960.0,Approved Ext Data,83.817865936
25430,33145001,1951-10-08,,,,,2820.0,Approved Ext Data,79.853507412
25429,33145001,1951-10-09,,,,,3090.0,Approved Ext Data,87.499055994
25428,33145001,1951-10-10,,,,,2990.0,Approved Ext Data,84.66737133400001
25427,33145001,1951-10-11,,,,,2820.0,Approved Ext Data,79.853507412
25426,33145001,1951-10-12,,,,,2720.0,Approved Ext Data,77.021822752
25425,33145001,1951-10-13,,,,,2680.0,Approved Ext Data,75.88914888800001
25424,33145001,1951-10-14,,,,,2610.0,Approved Ext Data,73.906969626
25423,33145001,1951-10-15,,,,,2280.0,Approved Ext Data,64.562410248
25422,33145001,1951-10-16,,,,,2220.0,Approved Ext Data,62.863399452
25421,33145001,1951-10-17,,,,,2390.0,Approved Ext Data,67.677263374
25420,33145001,1951-10-18,,,,,2220.0,Approved Ext Data,62.863399452
25419,33145001,1951-10-19,,,,,2100.0,Approved Ext Data,59.465377860000004
25418,33145001,1951-10-20,,,,,2050.0,Approved Ext Data,58.04953553
25417,33145001,1951-10-21,,,,,1970.0,Approved Ext Data,55.784187802
25416,33145001,1951-10-22,,,,,1990.0,Approved Ext Data,56.350524734000004
25415,33145001,1951-10-23,,,,,2060.0,Approved Ext Data,58.332703996
25414,33145001,1951-10-24,,,,,2100.0,Approved Ext Data,59.465377860000004
25413,33145001,1951-10-25,,,,,2120.0,Approved Ext Data,60.031714792
25412,33145001,1951-10-26,,,,,2240.0,Approved Ext Data,63.429736384
25411,33145001,1951-10-27,,,,,2100.0,Approved Ext Data,59.465377860000004
25410,33145001,1951-10-28,,,,,2230.0,Approved Ext Data,63.146567918
25409,33145001,1951-10-29,,,,,2270.0,Approved Ext Data,64.279241782
25408,33145001,1951-10-30,,,,,2160.0,Approved Ext Data,61.164388656
25407,33145001,1951-10-31,,,,,2170.0,Approved Ext Data,61.447557122
25406,33145001,1951-11-01,,,,,2170.0,Approved Ext Data,61.447557122
25405,33145001,1951-11-02,,,,,1920.0,Approved Ext Data,54.368345472
25404,33145001,1951-11-03,,,,,2030.0,Approved Ext Data,57.483198598
25403,33145001,1951-11-04,,,,,1660.0,Approved Ext Data,47.005965356000004
25402,33145001,1951-11-05,,,,,1280.0,Approved Ext Data,36.245563648
25401,33145001,1951-11-06,,,,,1310.0,Approved Ext Data,37.095069046
25400,33145001,1951-11-07,,,,,1390.0,Approved Ext Data,39.360416774
25399,33145001,1951-11-08,,,,,1560.0,Approved Ext Data,44.174280696000004
25398,33145001,1951-11-09,,,,,1770.0,Approved Ext Data,50.120818482000004
25397,33145001,1951-11-10,,,,,1720.0,Approved Ext Data,48.704976152
25396,33145001,1951-11-11,,,,,1500.0,Approved Ext Data,42.4752699
25395,33145001,1951-11-12,,,,,1460.0,Approved Ext Data,41.342596036
25394,33145001,1951-11-13,,,,,1640.0,Approved Ext Data,46.439628424
25393,33145001,1951-11-14,,,,,1740.0,Approved Ext Data,49.271313084
25392,33145001,1951-11-15,,,,,1900.0,Approved Ext Data,53.80200854
25391,33145001,1951-11-16,,,,,1930.0,Approved Ext Data,54.651513938
25390,33145001,1951-11-17,,,,,2020.0,Approved Ext Data,57.200030132
25389,33145001,1951-11-18,,,,,2030.0,Approved Ext Data,57.483198598
25388,33145001,1951-11-19,,,,,1780.0,Approved Ext Data,50.403986948000004
25387,33145001,1951-11-20,,,,,1660.0,Approved Ext Data,47.005965356000004
25386,33145001,1951-11-21,,,,,2040.0,Approved Ext Data,57.766367064
25385,33145001,1951-11-22,,,,,2120.0,Approved Ext Data,60.031714792
25384,33145001,1951-11-23,,,,,1750.0,Approved Ext Data,49.55448155
25383,33145001,1951-11-24,,,,,1800.0,Approved Ext Data,50.97032388
25382,33145001,1951-11-25,,,,,1700.0,Approved Ext Data,48.13863922
25381,33145001,1951-11-26,,,,,1700.0,Approved Ext Data,48.13863922
25380,33145001,1951-11-27,,,,,1850.0,Approved Ext Data,52.38616621
25379,33145001,1951-11-28,,,,,1950.0,Approved Ext Data,55.21785087
25378,33145001,1951-11-29,,,,,2100.0,Approved Ext Data,59.465377860000004
25377,33145001,1951-11-30,,,,,2230.0,Approved Ext Data,63.146567918
25376,33145001,1951-12-01,,,,,2350.0,Approved Ext Data,66.54458951000001
25375,33145001,1951-12-02,,,,,2370.0,Approved Ext Data,67.11092644200001
25374,33145001,1951-12-03,,,,,2540.0,Approved Ext Data,71.924790364
25373,33145001,1951-12-04,,,,,3200.0,Approved Ext Data,90.61390912
25372,33145001,1951-12-05,,,,,3730.0,Approved Ext Data,105.621837818
25371,33145001,1951-12-06,,,,,3980.0,Approved Ext Data,112.70104946800001
25370,33145001,1951-12-07,,,,,3990.0,Approved Ext Data,112.984217934
25369,33145001,1951-12-08,,,,,4200.0,Approved Ext Data,118.93075572000001
25368,33145001,1951-12-09,,,,,4280.0,Approved Ext Data,121.196103448
25367,33145001,1951-12-10,,,,,4050.0,Approved Ext Data,114.68322873
25366,33145001,1951-12-11,,,,,3700.0,Approved Ext Data,104.77233242
25365,33145001,1951-12-12,,,,,3510.0,Approved Ext Data,99.392131566
25364,33145001,1951-12-13,,,,,3220.0,Approved Ext Data,91.180246052
25363,33145001,1951-12-14,,,,,3100.0,Approved Ext Data,87.78222446000001
25362,33145001,1951-12-15,,,,,2900.0,Approved Ext Data,82.11885514000001
25361,33145001,1951-12-16,,,,,2700.0,Approved Ext Data,76.45548582
25360,33145001,1951-12-17,,,,,2700.0,Approved Ext Data,76.45548582
25359,33145001,1951-12-18,,,,,2710.0,Approved Ext Data,76.738654286
25358,33145001,1951-12-19,,,,,2800.0,Approved Ext Data,79.28717048
25357,33145001,1951-12-20,,,,,2800.0,Approved Ext Data,79.28717048
25356,33145001,1951-12-21,,,,,2700.0,Approved Ext Data,76.45548582
25355,33145001,1951-12-22,,,,,2600.0,Approved Ext Data,73.62380116
25354,33145001,1951-12-23,,,,,2550.0,Approved Ext Data,72.20795883
25353,33145001,1951-12-24,,,,,2400.0,Approved Ext Data,67.96043184
25352,33145001,1951-12-25,,,,,2300.0,Approved Ext Data,65.12874718
25351,33145001,1951-12-26,,,,,2200.0,Approved Ext Data,62.297062520000004
25350,33145001,1951-12-27,,,,,2100.0,Approved Ext Data,59.465377860000004
25349,33145001,1951-12-28,,,,,2050.0,Approved Ext Data,58.04953553
25348,33145001,1951-12-29,,,,,2000.0,Approved Ext Data,56.6336932
25347,33145001,1951-12-30,,,,,1900.0,Approved Ext Data,53.80200854
25346,33145001,1951-12-31,,,,,1850.0,Approved Ext Data,52.38616621
25345,33145001,1952-01-01,,,,,1770.0,Approved Ext Data,50.120818482000004
25344,33145001,1952-01-02,,,,,1720.0,Approved Ext Data,48.704976152
25343,33145001,1952-01-03,,,,,1700.0,Approved Ext Data,48.13863922
25342,33145001,1952-01-04,,,,,1680.0,Approved Ext Data,47.572302288
25341,33145001,1952-01-05,,,,,1620.0,Approved Ext Data,45.873291492
25340,33145001,1952-01-06,,,,,1590.0,Approved Ext Data,45.023786094
25339,33145001,1952-01-07,,,,,1540.0,Approved Ext Data,43.607943764
25338,33145001,1952-01-08,,,,,1500.0,Approved Ext Data,42.4752699
25337,33145001,1952-01-09,,,,,1470.0,Approved Ext Data,41.625764502
25336,33145001,1952-01-10,,,,,1420.0,Approved Ext Data,40.209922172
25335,33145001,1952-01-11,,,,,1380.0,Approved Ext Data,39.077248308
25334,33145001,1952-01-12,,,,,1360.0,Approved Ext Data,38.510911376
25333,33145001,1952-01-13,,,,,1360.0,Approved Ext Data,38.510911376
25332,33145001,1952-01-14,,,,,1360.0,Approved Ext Data,38.510911376
25331,33145001,1952-01-15,,,,,1360.0,Approved Ext Data,38.510911376
25330,33145001,1952-01-16,,,,,1360.0,Approved Ext Data,38.510911376
25329,33145001,1952-01-17,,,,,1360.0,Approved Ext Data,38.510911376
25328,33145001,1952-01-18,,,,,1360.0,Approved Ext Data,38.510911376
25327,33145001,1952-01-19,,,,,1360.0,Approved Ext Data,38.510911376
25326,33145001,1952-01-20,,,,,1350.0,Approved Ext Data,38.22774291
25325,33145001,1952-01-21,,,,,1320.0,Approved Ext Data,37.378237512
25324,33145001,1952-01-22,,,,,1300.0,Approved Ext Data,36.81190058
25323,33145001,1952-01-23,,,,,1280.0,Approved Ext Data,36.245563648
25322,33145001,1952-01-24,,,,,1260.0,Approved Ext Data,35.679226716
25321,33145001,1952-01-25,,,,,1240.0,Approved Ext Data,35.112889784000004
25320,33145001,1952-01-26,,,,,1220.0,Approved Ext Data,34.546552852
25319,33145001,1952-01-27,,,,,1200.0,Approved Ext Data,33.98021592
25318,33145001,1952-01-28,,,,,1190.0,Approved Ext Data,33.697047454
25317,33145001,1952-01-29,,,,,1180.0,Approved Ext Data,33.413878988
25316,33145001,1952-01-30,,,,,1170.0,Approved Ext Data,33.130710522
25315,33145001,1952-01-31,,,,,1160.0,Approved Ext Data,32.847542056
25314,33145001,1952-02-01,,,,,1130.0,Approved Ext Data,31.998036658
25313,33145001,1952-02-02,,,,,1120.0,Approved Ext Data,31.714868192
25312,33145001,1952-02-03,,,,,1100.0,Approved Ext Data,31.148531260000002
25311,33145001,1952-02-04,,,,,1090.0,Approved Ext Data,30.865362794
25310,33145001,1952-02-05,,,,,1080.0,Approved Ext Data,30.582194328
25309,33145001,1952-02-06,,,,,1060.0,Approved Ext Data,30.015857396
25308,33145001,1952-02-07,,,,,1050.0,Approved Ext Data,29.732688930000002
25307,33145001,1952-02-08,,,,,1040.0,Approved Ext Data,29.449520464000003
25306,33145001,1952-02-09,,,,,1020.0,Approved Ext Data,28.883183532
25305,33145001,1952-02-10,,,,,1020.0,Approved Ext Data,28.883183532
25304,33145001,1952-02-11,,,,,1020.0,Approved Ext Data,28.883183532
25303,33145001,1952-02-12,,,,,1020.0,Approved Ext Data,28.883183532
25302,33145001,1952-02-13,,,,,1040.0,Approved Ext Data,29.449520464000003
25301,33145001,1952-02-14,,,,,1080.0,Approved Ext Data,30.582194328
25300,33145001,1952-02-15,,,,,1160.0,Approved Ext Data,32.847542056
25299,33145001,1952-02-16,,,,,1320.0,Approved Ext Data,37.378237512
25298,33145001,1952-02-17,,,,,1560.0,Approved Ext Data,44.174280696000004
25297,33145001,1952-02-18,,,,,2050.0,Approved Ext Data,58.04953553
25296,33145001,1952-02-19,,,,,3200.0,Approved Ext Data,90.61390912
25295,33145001,1952-02-20,,,,,3650.0,Approved Ext Data,103.35649009000001
25294,33145001,1952-02-21,,,,,3550.0,Approved Ext Data,100.52480543
25293,33145001,1952-02-22,,,,,3200.0,Approved Ext Data,90.61390912
25292,33145001,1952-02-23,,,,,2950.0,Approved Ext Data,83.53469747
25291,33145001,1952-02-24,,,,,2700.0,Approved Ext Data,76.45548582
25290,33145001,1952-02-25,,,,,2500.0,Approved Ext Data,70.7921165
25289,33145001,1952-02-26,,,,,2250.0,Approved Ext Data,63.71290485
25288,33145001,1952-02-27,,,,,2030.0,Approved Ext Data,57.483198598
25287,33145001,1952-02-28,,,,,2020.0,Approved Ext Data,57.200030132
25286,33145001,1952-02-29,,,,,2010.0,Approved Ext Data,56.916861666
25285,33145001,1952-03-01,,,,,2000.0,Approved Ext Data,56.6336932
25284,33145001,1952-03-02,,,,,1900.0,Approved Ext Data,53.80200854
25283,33145001,1952-03-03,,,,,1900.0,Approved Ext Data,53.80200854
25282,33145001,1952-03-04,,,,,1900.0,Approved Ext Data,53.80200854
25281,33145001,1952-03-05,,,,,1950.0,Approved Ext Data,55.21785087
25280,33145001,1952-03-06,,,,,1900.0,Approved Ext Data,53.80200854
25279,33145001,1952-03-07,,,,,1800.0,Approved Ext Data,50.97032388
25278,33145001,1952-03-08,,,,,1750.0,Approved Ext Data,49.55448155
25277,33145001,1952-03-09,,,,,1650.0,Approved Ext Data,46.72279689
25276,33145001,1952-03-10,,,,,1600.0,Approved Ext Data,45.30695456
25275,33145001,1952-03-11,,,,,1600.0,Approved Ext Data,45.30695456
25274,33145001,1952-03-12,,,,,1700.0,Approved Ext Data,48.13863922
25273,33145001,1952-03-13,,,,,1900.0,Approved Ext Data,53.80200854
25272,33145001,1952-03-14,,,,,2400.0,Approved Ext Data,67.96043184
25271,33145001,1952-03-15,,,,,2900.0,Approved Ext Data,82.11885514000001
25270,33145001,1952-03-16,,,,,3100.0,Approved Ext Data,87.78222446000001
25269,33145001,1952-03-17,,,,,3500.0,Approved Ext Data,99.1089631
25268,33145001,1952-03-18,,,,,4000.0,Approved Ext Data,113.2673864
25267,33145001,1952-03-19,,,,,4200.0,Approved Ext Data,118.93075572000001
25266,33145001,1952-03-20,,,,,4400.0,Approved Ext Data,124.59412504000001
25265,33145001,1952-03-21,,,,,4800.0,Approved Ext Data,135.92086368
25264,33145001,1952-03-22,,,,,5800.0,Approved Ext Data,164.23771028000002
25263,33145001,1952-03-23,,,,,6400.0,Approved Ext Data,181.22781824
25262,33145001,1952-03-24,,,,,6700.0,Approved Ext Data,189.72287222
25261,33145001,1952-03-25,,,,,7300.0,Approved Ext Data,206.71298018000002
25260,33145001,1952-03-26,,,,,8000.0,Approved Ext Data,226.5347728
25259,33145001,1952-03-27,,,,,7300.0,Approved Ext Data,206.71298018000002
25258,33145001,1952-03-28,,,,,6600.0,Approved Ext Data,186.89118756
25257,33145001,1952-03-29,,,,,6400.0,Approved Ext Data,181.22781824
25256,33145001,1952-03-30,,,,,6600.0,Approved Ext Data,186.89118756
25255,33145001,1952-03-31,,,,,8000.0,Approved Ext Data,226.5347728
25254,33145001,1952-04-01,,,,,11000.0,Approved Ext Data,311.4853126
25253,33145001,1952-04-02,,,,,15100.0,Approved Ext Data,427.58438366
25252,33145001,1952-04-03,,,,,23200.0,Approved Ext Data,656.9508411200001
25251,33145001,1952-04-04,,,,,32800.0,Approved Ext Data,928.79256848
25250,33145001,1952-04-05,,,,,36600.0,Approved Ext Data,1036.39658556
25249,33145001,1952-04-06,,,,,36600.0,Approved Ext Data,1036.39658556
25248,33145001,1952-04-07,,,,,36800.0,Approved Ext Data,1042.05995488
25247,33145001,1952-04-08,,,,,37700.0,Approved Ext Data,1067.54511682
25246,33145001,1952-04-09,,,,,39900.0,Approved Ext Data,1129.84217934
25245,33145001,1952-04-10,,,,,42500.0,Approved Ext Data,1203.4659805000001
25244,33145001,1952-04-11,,,,,46700.0,Approved Ext Data,1322.39673622
25243,33145001,1952-04-12,,,,,49900.0,Approved Ext Data,1413.01064534
25242,33145001,1952-04-13,,,,,50900.0,Approved Ext Data,1441.32749194
25241,33145001,1952-04-14,,,,,52800.0,Approved Ext Data,1495.12950048
25240,33145001,1952-04-15,,,,,57700.0,Approved Ext Data,1633.8820488200001
25239,33145001,1952-04-16,,,,,59100.0,Approved Ext Data,1673.5256340600001
25238,33145001,1952-04-17,,,,,52300.0,Approved Ext Data,1480.97107718
25237,33145001,1952-04-18,,,,,44100.0,Approved Ext Data,1248.77293506
25236,33145001,1952-04-19,,,,,40900.0,Approved Ext Data,1158.15902594
25235,33145001,1952-04-20,,,,,39400.0,Approved Ext Data,1115.68375604
25234,33145001,1952-04-21,,,,,36800.0,Approved Ext Data,1042.05995488
25233,33145001,1952-04-22,,,,,34500.0,Approved Ext Data,976.9312077000001
25232,33145001,1952-04-23,,,,,33000.0,Approved Ext Data,934.4559378
25231,33145001,1952-04-24,,,,,32100.0,Approved Ext Data,908.97077586
25230,33145001,1952-04-25,,,,,30600.0,Approved Ext Data,866.4955059600001
25229,33145001,1952-04-26,,,,,29100.0,Approved Ext Data,824.02023606
25228,33145001,1952-04-27,,,,,28000.0,Approved Ext Data,792.8717048
25227,33145001,1952-04-28,,,,,26800.0,Approved Ext Data,758.89148888
25226,33145001,1952-04-29,,,,,25000.0,Approved Ext Data,707.921165
25225,33145001,1952-04-30,,,,,23800.0,Approved Ext Data,673.94094908
25224,33145001,1952-05-01,,,,,22700.0,Approved Ext Data,642.79241782
25223,33145001,1952-05-02,,,,,21100.0,Approved Ext Data,597.48546326
25222,33145001,1952-05-03,,,,,19600.0,Approved Ext Data,555.01019336
25221,33145001,1952-05-04,,,,,18900.0,Approved Ext Data,535.18840074
25220,33145001,1952-05-05,,,,,17700.0,Approved Ext Data,501.20818482
25219,33145001,1952-05-06,,,,,16800.0,Approved Ext Data,475.72302288000003
25218,33145001,1952-05-07,,,,,16000.0,Approved Ext Data,453.0695456
25217,33145001,1952-05-08,,,,,15300.0,Approved Ext Data,433.24775298000003
25216,33145001,1952-05-09,,,,,14600.0,Approved Ext Data,413.42596036000003
25215,33145001,1952-05-10,,,,,13800.0,Approved Ext Data,390.77248308000003
25214,33145001,1952-05-11,,,,,13700.0,Approved Ext Data,387.94079842
25213,33145001,1952-05-12,,,,,13200.0,Approved Ext Data,373.78237512
25212,33145001,1952-05-13,,,,,12500.0,Approved Ext Data,353.9605825
25211,33145001,1952-05-14,,,,,12000.0,Approved Ext Data,339.8021592
25210,33145001,1952-05-15,,,,,11300.0,Approved Ext Data,319.98036658
25209,33145001,1952-05-16,,,,,10300.0,Approved Ext Data,291.66351998
25208,33145001,1952-05-17,,,,,9630.0,Approved Ext Data,272.691232758
25207,33145001,1952-05-18,,,,,8970.0,Approved Ext Data,254.002114002
25206,33145001,1952-05-19,,,,,8570.0,Approved Ext Data,242.675375362
25205,33145001,1952-05-20,,,,,8000.0,Approved Ext Data,226.5347728
25204,33145001,1952-05-21,,,,,7580.0,Approved Ext Data,214.641697228
25203,33145001,1952-05-22,,,,,7370.0,Approved Ext Data,208.695159442
25202,33145001,1952-05-23,,,,,7020.0,Approved Ext Data,198.784263132
25201,33145001,1952-05-24,,,,,6920.0,Approved Ext Data,195.952578472
25200,33145001,1952-05-25,,,,,6590.0,Approved Ext Data,186.608019094
25199,33145001,1952-05-26,,,,,6500.0,Approved Ext Data,184.0595029
25198,33145001,1952-05-27,,,,,6360.0,Approved Ext Data,180.095144376
25197,33145001,1952-05-28,,,,,6050.0,Approved Ext Data,171.31692193
25196,33145001,1952-05-29,,,,,5850.0,Approved Ext Data,165.65355261
25195,33145001,1952-05-30,,,,,5660.0,Approved Ext Data,160.273351756
25194,33145001,1952-05-31,,,,,5360.0,Approved Ext Data,151.77829777600002
25193,33145001,1952-06-01,,,,,4550.0,Approved Ext Data,128.84165203
25192,33145001,1952-06-02,,,,,4500.0,Approved Ext Data,127.4258097
25191,33145001,1952-06-03,,,,,4180.0,Approved Ext Data,118.36441878800001
