,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
9155,33145001,1996-04-29 00:00:00,,,,,12800.0,Approved Ext Data,362.45563648
9154,33145001,1996-04-30 00:00:00,,,,,12400.0,Approved Ext Data,351.12889784000004
9153,33145001,1996-05-01 00:00:00,,,,,11900.0,Approved Ext Data,336.97047454
9152,33145001,1996-05-02 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
9151,33145001,1996-05-03 00:00:00,,,,,11300.0,Approved Ext Data,319.98036658
9150,33145001,1996-05-04 00:00:00,,,,,11100.0,Approved Ext Data,314.31699726
9149,33145001,1996-05-05 00:00:00,,,,,10900.0,Approved Ext Data,308.65362794000004
9148,33145001,1996-05-06 00:00:00,,,,,10700.0,Approved Ext Data,302.99025862
9147,33145001,1996-05-07 00:00:00,,,,,10500.0,Approved Ext Data,297.3268893
9146,33145001,1996-05-08 00:00:00,,,,,10400.0,Approved Ext Data,294.49520464
9145,33145001,1996-05-09 00:00:00,,,,,10300.0,Approved Ext Data,291.66351998
9144,33145001,1996-05-10 00:00:00,,,,,10300.0,Approved Ext Data,291.66351998
9143,33145001,1996-05-11 00:00:00,,,,,10600.0,Approved Ext Data,300.15857396
9142,33145001,1996-05-12 00:00:00,,,,,10800.0,Approved Ext Data,305.82194328
9141,33145001,1996-05-13 00:00:00,,,,,10800.0,Approved Ext Data,305.82194328
9140,33145001,1996-05-14 00:00:00,,,,,10800.0,Approved Ext Data,305.82194328
9139,33145001,1996-05-15 00:00:00,,,,,11000.0,Approved Ext Data,311.4853126
9138,33145001,1996-05-16 00:00:00,,,,,11100.0,Approved Ext Data,314.31699726
9137,33145001,1996-05-17 00:00:00,,,,,11100.0,Approved Ext Data,314.31699726
9136,33145001,1996-05-18 00:00:00,,,,,11000.0,Approved Ext Data,311.4853126
9135,33145001,1996-05-19 00:00:00,,,,,11200.0,Approved Ext Data,317.14868192
9134,33145001,1996-05-20 00:00:00,,,,,11400.0,Approved Ext Data,322.81205124
9133,33145001,1996-05-21 00:00:00,,,,,11600.0,Approved Ext Data,328.47542056000003
9132,33145001,1996-05-22 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
9131,33145001,1996-05-23 00:00:00,,,,,11400.0,Approved Ext Data,322.81205124
9130,33145001,1996-05-24 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
9129,33145001,1996-05-25 00:00:00,,,,,11700.0,Approved Ext Data,331.30710522
9128,33145001,1996-05-26 00:00:00,,,,,11900.0,Approved Ext Data,336.97047454
9127,33145001,1996-05-27 00:00:00,,,,,12000.0,Approved Ext Data,339.8021592
9126,33145001,1996-05-28 00:00:00,,,,,12000.0,Approved Ext Data,339.8021592
9125,33145001,1996-05-29 00:00:00,,,,,12200.0,Approved Ext Data,345.46552852
9124,33145001,1996-05-30 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
9123,33145001,1996-05-31 00:00:00,,,,,12700.0,Approved Ext Data,359.62395182
9122,33145001,1996-06-01 00:00:00,,,,,13300.0,Approved Ext Data,376.61405978
9121,33145001,1996-06-02 00:00:00,,,,,13500.0,Approved Ext Data,382.2774291
9120,33145001,1996-06-03 00:00:00,,,,,13500.0,Approved Ext Data,382.2774291
9119,33145001,1996-06-04 00:00:00,,,,,13300.0,Approved Ext Data,376.61405978
9118,33145001,1996-06-05 00:00:00,,,,,13200.0,Approved Ext Data,373.78237512
9117,33145001,1996-06-06 00:00:00,,,,,13300.0,Approved Ext Data,376.61405978
9116,33145001,1996-06-07 00:00:00,,,,,13600.0,Approved Ext Data,385.10911376
9115,33145001,1996-06-08 00:00:00,,,,,13800.0,Approved Ext Data,390.77248308000003
9114,33145001,1996-06-09 00:00:00,,,,,13900.0,Approved Ext Data,393.60416774000004
9113,33145001,1996-06-10 00:00:00,,,,,14000.0,Approved Ext Data,396.4358524
9112,33145001,1996-06-11 00:00:00,,,,,14000.0,Approved Ext Data,396.4358524
9111,33145001,1996-06-12 00:00:00,,,,,13800.0,Approved Ext Data,390.77248308000003
9110,33145001,1996-06-13 00:00:00,,,,,13400.0,Approved Ext Data,379.44574444
9109,33145001,1996-06-14 00:00:00,,,,,12900.0,Approved Ext Data,365.28732114
9108,33145001,1996-06-15 00:00:00,,,,,12100.0,Approved Ext Data,342.63384386
9107,33145001,1996-06-16 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
9106,33145001,1996-06-17 00:00:00,,,,,11700.0,Approved Ext Data,331.30710522
9105,33145001,1996-06-18 00:00:00,,,,,14600.0,Approved Ext Data,413.42596036000003
9104,33145001,1996-06-19 00:00:00,,,,,18100.0,Approved Ext Data,512.53492346
9103,33145001,1996-06-20 00:00:00,,,,,21900.0,Approved Ext Data,620.13894054
9102,33145001,1996-06-21 00:00:00,,,,,26400.0,Approved Ext Data,747.56475024
9101,33145001,1996-06-22 00:00:00,,,,,29600.0,Approved Ext Data,838.17865936
9100,33145001,1996-06-23 00:00:00,,,,,31200.0,Approved Ext Data,883.48561392
9099,33145001,1996-06-24 00:00:00,,,,,31100.0,Approved Ext Data,880.65392926
9098,33145001,1996-06-25 00:00:00,,,,,29700.0,Approved Ext Data,841.01034402
9097,33145001,1996-06-26 00:00:00,,,,,27900.0,Approved Ext Data,790.04002014
9096,33145001,1996-06-27 00:00:00,,,,,25600.0,Approved Ext Data,724.91127296
9095,33145001,1996-06-28 00:00:00,,,,,22900.0,Approved Ext Data,648.45578714
9094,33145001,1996-06-29 00:00:00,,,,,20700.0,Approved Ext Data,586.15872462
9093,33145001,1996-06-30 00:00:00,,,,,18600.0,Approved Ext Data,526.69334676
9092,33145001,1996-07-01 00:00:00,,,,,16000.0,Approved Ext Data,453.0695456
9091,33145001,1996-07-02 00:00:00,,,,,13400.0,Approved Ext Data,379.44574444
9090,33145001,1996-07-03 00:00:00,,,,,11600.0,Approved Ext Data,328.47542056000003
9089,33145001,1996-07-04 00:00:00,,,,,10300.0,Approved Ext Data,291.66351998
9088,33145001,1996-07-05 00:00:00,,,,,9440.0,Approved Ext Data,267.311031904
9087,33145001,1996-07-06 00:00:00,,,,,8630.0,Approved Ext Data,244.374386158
9086,33145001,1996-07-07 00:00:00,,,,,7910.0,Approved Ext Data,223.986256606
9085,33145001,1996-07-08 00:00:00,,,,,7310.0,Approved Ext Data,206.996148646
9084,33145001,1996-07-09 00:00:00,,,,,6710.0,Approved Ext Data,190.006040686
9083,33145001,1996-07-10 00:00:00,,,,,6370.0,Approved Ext Data,180.378312842
9082,33145001,1996-07-11 00:00:00,,,,,6080.0,Approved Ext Data,172.166427328
9081,33145001,1996-07-12 00:00:00,,,,,5650.0,Approved Ext Data,159.99018329
9080,33145001,1996-07-13 00:00:00,,,,,5120.0,Approved Ext Data,144.982254592
9079,33145001,1996-07-14 00:00:00,,,,,4890.0,Approved Ext Data,138.469379874
9078,33145001,1996-07-15 00:00:00,,,,,4690.0,Approved Ext Data,132.806010554
9077,33145001,1996-07-16 00:00:00,,,,,4440.0,Approved Ext Data,125.726798904
9076,33145001,1996-07-17 00:00:00,,,,,4260.0,Approved Ext Data,120.629766516
9075,33145001,1996-07-18 00:00:00,,,,,4090.0,Approved Ext Data,115.81590259400001
9074,33145001,1996-07-19 00:00:00,,,,,3940.0,Approved Ext Data,111.568375604
9073,33145001,1996-07-20 00:00:00,,,,,3790.0,Approved Ext Data,107.320848614
9072,33145001,1996-07-21 00:00:00,,,,,3520.0,Approved Ext Data,99.675300032
9071,33145001,1996-07-22 00:00:00,,,,,3270.0,Approved Ext Data,92.596088382
9070,33145001,1996-07-23 00:00:00,,,,,3140.0,Approved Ext Data,88.914898324
9069,33145001,1996-07-24 00:00:00,,,,,3050.0,Approved Ext Data,86.36638213
9068,33145001,1996-07-25 00:00:00,,,,,2820.0,Approved Ext Data,79.853507412
9067,33145001,1996-07-26 00:00:00,,,,,2750.0,Approved Ext Data,77.87132815
9066,33145001,1996-07-27 00:00:00,,,,,2590.0,Approved Ext Data,73.340632694
9065,33145001,1996-07-28 00:00:00,,,,,2510.0,Approved Ext Data,71.075284966
9064,33145001,1996-07-29 00:00:00,,,,,2530.0,Approved Ext Data,71.641621898
9063,33145001,1996-07-30 00:00:00,,,,,2720.0,Approved Ext Data,77.021822752
9062,33145001,1996-07-31 00:00:00,,,,,3090.0,Approved Ext Data,87.499055994
9061,33145001,1996-08-01 00:00:00,,,,,3300.0,Approved Ext Data,93.44559378
9060,33145001,1996-08-02 00:00:00,,,,,3130.0,Approved Ext Data,88.631729858
9059,33145001,1996-08-03 00:00:00,,,,,3060.0,Approved Ext Data,86.649550596
9058,33145001,1996-08-04 00:00:00,,,,,2940.0,Approved Ext Data,83.251529004
9057,33145001,1996-08-05 00:00:00,,,,,2710.0,Approved Ext Data,76.738654286
9056,33145001,1996-08-06 00:00:00,,,,,2620.0,Approved Ext Data,74.190138092
9055,33145001,1996-08-07 00:00:00,,,,,2610.0,Approved Ext Data,73.906969626
9054,33145001,1996-08-08 00:00:00,,,,,2670.0,Approved Ext Data,75.605980422
9053,33145001,1996-08-09 00:00:00,,,,,2610.0,Approved Ext Data,73.906969626
9052,33145001,1996-08-10 00:00:00,,,,,2930.0,Approved Ext Data,82.968360538
9051,33145001,1996-08-11 00:00:00,,,,,3650.0,Approved Ext Data,103.35649009000001
9050,33145001,1996-08-12 00:00:00,,,,,3870.0,Approved Ext Data,109.58619634200001
9049,33145001,1996-08-13 00:00:00,,,,,3550.0,Approved Ext Data,100.52480543
9048,33145001,1996-08-14 00:00:00,,,,,3220.0,Approved Ext Data,91.180246052
9047,33145001,1996-08-15 00:00:00,,,,,2990.0,Approved Ext Data,84.66737133400001
9046,33145001,1996-08-16 00:00:00,,,,,2920.0,Approved Ext Data,82.685192072
9045,33145001,1996-08-17 00:00:00,,,,,2850.0,Approved Ext Data,80.70301281
9044,33145001,1996-08-18 00:00:00,,,,,2590.0,Approved Ext Data,73.340632694
9043,33145001,1996-08-19 00:00:00,,,,,2360.0,Approved Ext Data,66.827757976
9042,33145001,1996-08-20 00:00:00,,,,,2230.0,Approved Ext Data,63.146567918
9041,33145001,1996-08-21 00:00:00,,,,,2310.0,Approved Ext Data,65.411915646
9040,33145001,1996-08-22 00:00:00,,,,,2290.0,Approved Ext Data,64.845578714
9039,33145001,1996-08-23 00:00:00,,,,,2160.0,Approved Ext Data,61.164388656
9038,33145001,1996-08-24 00:00:00,,,,,2600.0,Approved Ext Data,73.62380116
9037,33145001,1996-08-25 00:00:00,,,,,3590.0,Approved Ext Data,101.657479294
9036,33145001,1996-08-26 00:00:00,,,,,4430.0,Approved Ext Data,125.443630438
9035,33145001,1996-08-27 00:00:00,,,,,5280.0,Approved Ext Data,149.512950048
9034,33145001,1996-08-28 00:00:00,,,,,5620.0,Approved Ext Data,159.140677892
9033,33145001,1996-08-29 00:00:00,,,,,6000.0,Approved Ext Data,169.9010796
9032,33145001,1996-08-30 00:00:00,,,,,5760.0,Approved Ext Data,163.10503641600002
9031,33145001,1996-08-31 00:00:00,,,,,4900.0,Approved Ext Data,138.75254834
9030,33145001,1996-09-01 00:00:00,,,,,4150.0,Approved Ext Data,117.51491339
9029,33145001,1996-09-02 00:00:00,,,,,3740.0,Approved Ext Data,105.90500628400001
9028,33145001,1996-09-03 00:00:00,,,,,3510.0,Approved Ext Data,99.392131566
9027,33145001,1996-09-04 00:00:00,,,,,3910.0,Approved Ext Data,110.718870206
9026,33145001,1996-09-05 00:00:00,,,,,3160.0,Approved Ext Data,89.481235256
9025,33145001,1996-09-06 00:00:00,,,,,2780.0,Approved Ext Data,78.720833548
9024,33145001,1996-09-07 00:00:00,,,,,2510.0,Approved Ext Data,71.075284966
9023,33145001,1996-09-08 00:00:00,,,,,2400.0,Approved Ext Data,67.96043184
9022,33145001,1996-09-09 00:00:00,,,,,2280.0,Approved Ext Data,64.562410248
9021,33145001,1996-09-10 00:00:00,,,,,2090.0,Approved Ext Data,59.182209394000004
9020,33145001,1996-09-11 00:00:00,,,,,2010.0,Approved Ext Data,56.916861666
9019,33145001,1996-09-12 00:00:00,,,,,1850.0,Approved Ext Data,52.38616621
9018,33145001,1996-09-13 00:00:00,,,,,1890.0,Approved Ext Data,53.518840074
9017,33145001,1996-09-14 00:00:00,,,,,1830.0,Approved Ext Data,51.819829278
9016,33145001,1996-09-15 00:00:00,,,,,1730.0,Approved Ext Data,48.988144618
9015,33145001,1996-09-16 00:00:00,,,,,1550.0,Approved Ext Data,43.891112230000005
9014,33145001,1996-09-17 00:00:00,,,,,1560.0,Approved Ext Data,44.174280696000004
9013,33145001,1996-09-18 00:00:00,,,,,1510.0,Approved Ext Data,42.758438366
9012,33145001,1996-09-19 00:00:00,,,,,1430.0,Approved Ext Data,40.493090638
9011,33145001,1996-09-20 00:00:00,,,,,1430.0,Approved Ext Data,40.493090638
9010,33145001,1996-09-21 00:00:00,,,,,1420.0,Approved Ext Data,40.209922172
9009,33145001,1996-09-22 00:00:00,,,,,1410.0,Approved Ext Data,39.926753706
9008,33145001,1996-09-23 00:00:00,,,,,1380.0,Approved Ext Data,39.077248308
9007,33145001,1996-09-24 00:00:00,,,,,1330.0,Approved Ext Data,37.661405978
9006,33145001,1996-09-25 00:00:00,,,,,1310.0,Approved Ext Data,37.095069046
9005,33145001,1996-09-26 00:00:00,,,,,1350.0,Approved Ext Data,38.22774291
9004,33145001,1996-09-27 00:00:00,,,,,1400.0,Approved Ext Data,39.64358524
9003,33145001,1996-09-28 00:00:00,,,,,1390.0,Approved Ext Data,39.360416774
9002,33145001,1996-09-29 00:00:00,,,,,1390.0,Approved Ext Data,39.360416774
9001,33145001,1996-09-30 00:00:00,,,,,1380.0,Approved Ext Data,39.077248308
9000,33145001,1996-10-01 00:00:00,,,,,1370.0,Approved Ext Data,38.794079842
8999,33145001,1996-10-02 00:00:00,,,,,1400.0,Approved Ext Data,39.64358524
8998,33145001,1996-10-03 00:00:00,,,,,1370.0,Approved Ext Data,38.794079842
8997,33145001,1996-10-04 00:00:00,,,,,1330.0,Approved Ext Data,37.661405978
8996,33145001,1996-10-05 00:00:00,,,,,1280.0,Approved Ext Data,36.245563648
8995,33145001,1996-10-06 00:00:00,,,,,1270.0,Approved Ext Data,35.962395182
8994,33145001,1996-10-07 00:00:00,,,,,1240.0,Approved Ext Data,35.112889784000004
8993,33145001,1996-10-08 00:00:00,,,,,1190.0,Approved Ext Data,33.697047454
8992,33145001,1996-10-09 00:00:00,,,,,1150.0,Approved Ext Data,32.56437359
8991,33145001,1996-10-10 00:00:00,,,,,1140.0,Approved Ext Data,32.281205124
8990,33145001,1996-10-11 00:00:00,,,,,1110.0,Approved Ext Data,31.431699726
8989,33145001,1996-10-12 00:00:00,,,,,1090.0,Approved Ext Data,30.865362794
8988,33145001,1996-10-13 00:00:00,,,,,1080.0,Approved Ext Data,30.582194328
8987,33145001,1996-10-14 00:00:00,,,,,1070.0,Approved Ext Data,30.299025862
8986,33145001,1996-10-15 00:00:00,,,,,1080.0,Approved Ext Data,30.582194328
8985,33145001,1996-10-16 00:00:00,,,,,1060.0,Approved Ext Data,30.015857396
8984,33145001,1996-10-17 00:00:00,,,,,1210.0,Approved Ext Data,34.263384386
8983,33145001,1996-10-18 00:00:00,,,,,1360.0,Approved Ext Data,38.510911376
8982,33145001,1996-10-19 00:00:00,,,,,1590.0,Approved Ext Data,45.023786094
8981,33145001,1996-10-20 00:00:00,,,,,1730.0,Approved Ext Data,48.988144618
8980,33145001,1996-10-21 00:00:00,,,,,1860.0,Approved Ext Data,52.669334676
8979,33145001,1996-10-22 00:00:00,,,,,2050.0,Approved Ext Data,58.04953553
8978,33145001,1996-10-23 00:00:00,,,,,2250.0,Approved Ext Data,63.71290485
8977,33145001,1996-10-24 00:00:00,,,,,2340.0,Approved Ext Data,66.261421044
8976,33145001,1996-10-25 00:00:00,,,,,2480.0,Approved Ext Data,70.22577956800001
8975,33145001,1996-10-26 00:00:00,,,,,2520.0,Approved Ext Data,71.358453432
8974,33145001,1996-10-27 00:00:00,,,,,2740.0,Approved Ext Data,77.588159684
8973,33145001,1996-10-28 00:00:00,,,,,2930.0,Approved Ext Data,82.968360538
8972,33145001,1996-10-29 00:00:00,,,,,2990.0,Approved Ext Data,84.66737133400001
8971,33145001,1996-10-30 00:00:00,,,,,3000.0,Approved Ext Data,84.9505398
8970,33145001,1996-10-31 00:00:00,,,,,3010.0,Approved Ext Data,85.23370826600001
8969,33145001,1996-11-01 00:00:00,,,,,3040.0,Approved Ext Data,86.083213664
8968,33145001,1996-11-02 00:00:00,,,,,3090.0,Approved Ext Data,87.499055994
8967,33145001,1996-11-03 00:00:00,,,,,3170.0,Approved Ext Data,89.764403722
8966,33145001,1996-11-04 00:00:00,,,,,3250.0,Approved Ext Data,92.02975145
8965,33145001,1996-11-05 00:00:00,,,,,3270.0,Approved Ext Data,92.596088382
8964,33145001,1996-11-06 00:00:00,,,,,3370.0,Approved Ext Data,95.427773042
8963,33145001,1996-11-07 00:00:00,,,,,3430.0,Approved Ext Data,97.12678383800001
8962,33145001,1996-11-08 00:00:00,,,,,3470.0,Approved Ext Data,98.259457702
8961,33145001,1996-11-09 00:00:00,,,,,3420.0,Approved Ext Data,96.843615372
8960,33145001,1996-11-10 00:00:00,,,,,3370.0,Approved Ext Data,95.427773042
8959,33145001,1996-11-11 00:00:00,,,,,3300.0,Approved Ext Data,93.44559378
8958,33145001,1996-11-12 00:00:00,,,,,3210.0,Approved Ext Data,90.89707758600001
8957,33145001,1996-11-13 00:00:00,,,,,3040.0,Approved Ext Data,86.083213664
8956,33145001,1996-11-14 00:00:00,,,,,2760.0,Approved Ext Data,78.154496616
8955,33145001,1996-11-15 00:00:00,,,,,3000.0,Estimated Ext Data,84.9505398
8954,33145001,1996-11-16 00:00:00,,,,,3500.0,Estimated Ext Data,99.1089631
8953,33145001,1996-11-17 00:00:00,,,,,3820.0,Approved Ext Data,108.170354012
8952,33145001,1996-11-18 00:00:00,,,,,4300.0,Estimated Ext Data,121.76244038
8951,33145001,1996-11-19 00:00:00,,,,,4500.0,Estimated Ext Data,127.4258097
8950,33145001,1996-11-20 00:00:00,,,,,4600.0,Estimated Ext Data,130.25749436
8949,33145001,1996-11-21 00:00:00,,,,,4700.0,Estimated Ext Data,133.08917902000002
8948,33145001,1996-11-22 00:00:00,,,,,4500.0,Estimated Ext Data,127.4258097
8947,33145001,1996-11-23 00:00:00,,,,,4300.0,Estimated Ext Data,121.76244038
8946,33145001,1996-11-24 00:00:00,,,,,4200.0,Estimated Ext Data,118.93075572000001
8945,33145001,1996-11-25 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8944,33145001,1996-11-26 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8943,33145001,1996-11-27 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8942,33145001,1996-11-28 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8941,33145001,1996-11-29 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8940,33145001,1996-11-30 00:00:00,,,,,4000.0,Estimated Ext Data,113.2673864
8939,33145001,1996-12-01 00:00:00,,,,,3900.0,Estimated Ext Data,110.43570174
8938,33145001,1996-12-02 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8937,33145001,1996-12-03 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8936,33145001,1996-12-04 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8935,33145001,1996-12-05 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8934,33145001,1996-12-06 00:00:00,,,,,3900.0,Estimated Ext Data,110.43570174
8933,33145001,1996-12-07 00:00:00,,,,,4000.0,Estimated Ext Data,113.2673864
8932,33145001,1996-12-08 00:00:00,,,,,4000.0,Estimated Ext Data,113.2673864
8931,33145001,1996-12-09 00:00:00,,,,,4000.0,Estimated Ext Data,113.2673864
8930,33145001,1996-12-10 00:00:00,,,,,3900.0,Estimated Ext Data,110.43570174
8929,33145001,1996-12-11 00:00:00,,,,,3900.0,Estimated Ext Data,110.43570174
8928,33145001,1996-12-12 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8927,33145001,1996-12-13 00:00:00,,,,,3800.0,Estimated Ext Data,107.60401708
8926,33145001,1996-12-14 00:00:00,,,,,3700.0,Estimated Ext Data,104.77233242
8925,33145001,1996-12-15 00:00:00,,,,,3700.0,Estimated Ext Data,104.77233242
8924,33145001,1996-12-16 00:00:00,,,,,3550.0,Estimated Ext Data,100.52480543
8923,33145001,1996-12-17 00:00:00,,,,,3400.0,Estimated Ext Data,96.27727844
8922,33145001,1996-12-18 00:00:00,,,,,3350.0,Estimated Ext Data,94.86143611
8921,33145001,1996-12-19 00:00:00,,,,,3250.0,Estimated Ext Data,92.02975145
8920,33145001,1996-12-20 00:00:00,,,,,3200.0,Estimated Ext Data,90.61390912
8919,33145001,1996-12-21 00:00:00,,,,,3100.0,Estimated Ext Data,87.78222446000001
8918,33145001,1996-12-22 00:00:00,,,,,3050.0,Estimated Ext Data,86.36638213
8917,33145001,1996-12-23 00:00:00,,,,,3000.0,Estimated Ext Data,84.9505398
8916,33145001,1996-12-24 00:00:00,,,,,3000.0,Estimated Ext Data,84.9505398
8915,33145001,1996-12-25 00:00:00,,,,,2950.0,Estimated Ext Data,83.53469747
8914,33145001,1996-12-26 00:00:00,,,,,2900.0,Estimated Ext Data,82.11885514000001
8913,33145001,1996-12-27 00:00:00,,,,,2850.0,Estimated Ext Data,80.70301281
8912,33145001,1996-12-28 00:00:00,,,,,2800.0,Estimated Ext Data,79.28717048
8911,33145001,1996-12-29 00:00:00,,,,,2800.0,Estimated Ext Data,79.28717048
8910,33145001,1996-12-30 00:00:00,,,,,2800.0,Estimated Ext Data,79.28717048
8909,33145001,1996-12-31 00:00:00,,,,,2800.0,Estimated Ext Data,79.28717048
8908,33145001,1997-01-01 00:00:00,,,,,2800.0,Estimated Ext Data,79.28717048
8907,33145001,1997-01-02 00:00:00,,,,,2750.0,Estimated Ext Data,77.87132815
8906,33145001,1997-01-03 00:00:00,,,,,2750.0,Estimated Ext Data,77.87132815
8905,33145001,1997-01-04 00:00:00,,,,,2750.0,Estimated Ext Data,77.87132815
8904,33145001,1997-01-05 00:00:00,,,,,2750.0,Estimated Ext Data,77.87132815
8903,33145001,1997-01-06 00:00:00,,,,,2700.0,Estimated Ext Data,76.45548582
8902,33145001,1997-01-07 00:00:00,,,,,2650.0,Estimated Ext Data,75.03964349
8901,33145001,1997-01-08 00:00:00,,,,,2600.0,Estimated Ext Data,73.62380116
8900,33145001,1997-01-09 00:00:00,,,,,2550.0,Estimated Ext Data,72.20795883
8899,33145001,1997-01-10 00:00:00,,,,,2500.0,Estimated Ext Data,70.7921165
8898,33145001,1997-01-11 00:00:00,,,,,2500.0,Estimated Ext Data,70.7921165
8897,33145001,1997-01-12 00:00:00,,,,,2450.0,Estimated Ext Data,69.37627417
8896,33145001,1997-01-13 00:00:00,,,,,2400.0,Estimated Ext Data,67.96043184
8895,33145001,1997-01-14 00:00:00,,,,,2380.0,Estimated Ext Data,67.394094908
8894,33145001,1997-01-15 00:00:00,,,,,2300.0,Estimated Ext Data,65.12874718
8893,33145001,1997-01-16 00:00:00,,,,,2250.0,Estimated Ext Data,63.71290485
8892,33145001,1997-01-17 00:00:00,,,,,2250.0,Estimated Ext Data,63.71290485
8891,33145001,1997-01-18 00:00:00,,,,,2250.0,Estimated Ext Data,63.71290485
8890,33145001,1997-01-19 00:00:00,,,,,2300.0,Estimated Ext Data,65.12874718
8889,33145001,1997-01-20 00:00:00,,,,,2250.0,Estimated Ext Data,63.71290485
8888,33145001,1997-01-21 00:00:00,,,,,2200.0,Estimated Ext Data,62.297062520000004
8887,33145001,1997-01-22 00:00:00,,,,,2200.0,Estimated Ext Data,62.297062520000004
8886,33145001,1997-01-23 00:00:00,,,,,2150.0,Estimated Ext Data,60.88122019
8885,33145001,1997-01-24 00:00:00,,,,,2100.0,Estimated Ext Data,59.465377860000004
8884,33145001,1997-01-25 00:00:00,,,,,2050.0,Estimated Ext Data,58.04953553
8883,33145001,1997-01-26 00:00:00,,,,,2000.0,Estimated Ext Data,56.6336932
8882,33145001,1997-01-27 00:00:00,,,,,2000.0,Estimated Ext Data,56.6336932
8881,33145001,1997-01-28 00:00:00,,,,,1950.0,Estimated Ext Data,55.21785087
8880,33145001,1997-01-29 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8879,33145001,1997-01-30 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8878,33145001,1997-01-31 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8877,33145001,1997-02-01 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8876,33145001,1997-02-02 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8875,33145001,1997-02-03 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8874,33145001,1997-02-04 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8873,33145001,1997-02-05 00:00:00,,,,,1890.0,Estimated Ext Data,53.518840074
8872,33145001,1997-02-06 00:00:00,,,,,1890.0,Estimated Ext Data,53.518840074
8871,33145001,1997-02-07 00:00:00,,,,,1880.0,Estimated Ext Data,53.235671608000004
8870,33145001,1997-02-08 00:00:00,,,,,1880.0,Estimated Ext Data,53.235671608000004
8869,33145001,1997-02-09 00:00:00,,,,,1870.0,Estimated Ext Data,52.952503142000005
8868,33145001,1997-02-10 00:00:00,,,,,1860.0,Estimated Ext Data,52.669334676
8867,33145001,1997-02-11 00:00:00,,,,,1850.0,Estimated Ext Data,52.38616621
8866,33145001,1997-02-12 00:00:00,,,,,1850.0,Estimated Ext Data,52.38616621
8865,33145001,1997-02-13 00:00:00,,,,,1840.0,Estimated Ext Data,52.102997744
8864,33145001,1997-02-14 00:00:00,,,,,1840.0,Estimated Ext Data,52.102997744
8863,33145001,1997-02-15 00:00:00,,,,,1830.0,Estimated Ext Data,51.819829278
8862,33145001,1997-02-16 00:00:00,,,,,1830.0,Estimated Ext Data,51.819829278
8861,33145001,1997-02-17 00:00:00,,,,,1850.0,Estimated Ext Data,52.38616621
8860,33145001,1997-02-18 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8859,33145001,1997-02-19 00:00:00,,,,,1900.0,Estimated Ext Data,53.80200854
8858,33145001,1997-02-20 00:00:00,,,,,1950.0,Estimated Ext Data,55.21785087
8857,33145001,1997-02-21 00:00:00,,,,,1950.0,Estimated Ext Data,55.21785087
8856,33145001,1997-02-22 00:00:00,,,,,1960.0,Estimated Ext Data,55.501019336
8855,33145001,1997-02-23 00:00:00,,,,,1950.0,Estimated Ext Data,55.21785087
8854,33145001,1997-02-24 00:00:00,,,,,1950.0,Estimated Ext Data,55.21785087
8853,33145001,1997-02-25 00:00:00,,,,,1970.0,Estimated Ext Data,55.784187802
8852,33145001,1997-02-26 00:00:00,,,,,1980.0,Estimated Ext Data,56.067356268000005
8851,33145001,1997-02-27 00:00:00,,,,,2000.0,Estimated Ext Data,56.6336932
8850,33145001,1997-02-28 00:00:00,,,,,2050.0,Estimated Ext Data,58.04953553
8849,33145001,1997-03-01 00:00:00,,,,,2100.0,Estimated Ext Data,59.465377860000004
8848,33145001,1997-03-02 00:00:00,,,,,2500.0,Estimated Ext Data,70.7921165
8847,33145001,1997-03-03 00:00:00,,,,,3000.0,Estimated Ext Data,84.9505398
8846,33145001,1997-03-04 00:00:00,,,,,3600.0,Estimated Ext Data,101.94064776
8845,33145001,1997-03-05 00:00:00,,,,,4100.0,Estimated Ext Data,116.09907106
8844,33145001,1997-03-06 00:00:00,,,,,4600.0,Estimated Ext Data,130.25749436
